date,day,day_of_week,day_of_year,week_of_year,month,quarter,year,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2021-10-02,2,5,275,39,10,4,2021,877.41,876.42,890.86,907.69,929.45,947.25,972.2,1018.93,1045.68,1047.79,1042.23,1037.19,1038.5,1042.47,1091.29,1104.21,1019.8,1014.52,974.93,962.48,919.1,888.84,877.15,854.57
2021-10-03,3,6,276,39,10,4,2021,843.82,831.04,832.07,845.07,861.75,888.15,932.64,934.15,934.21,1001.8,1003.32,1004.59,1021.6,1026.19,1033.71,1044.82,1040.87,1028.34,999.31,966.04,920.48,891.66,860.17,850.98
2021-10-04,4,0,277,40,10,4,2021,829.67,851.67,891.48,918.26,937.41,982.08,1018.64,1079.81,1078.99,1095.08,1090.04,1090.7,1093.51,1096.03,1104.69,1107.28,1103.25,1087.68,1048.52,1006.93,974.91,948.19,913.61,856.65
2021-10-05,5,1,278,40,10,4,2021,830.15,835.43,857.26,895.25,921.93,1023.9,1103.05,1113.67,1118.13,1104.54,1132.79,1131.94,1128.51,1079.2,1146.39,1146.4,1142.64,1136.08,1039.11,979.69,942.75,907.78,845.78,838.8
2021-10-06,6,2,279,40,10,4,2021,799.59,818.33,838.06,864.68,902.57,934.57,1070.97,1088.8,1043.62,1057.36,1034.88,1035.57,1036.0,1039.59,1061.15,1075.56,1107.04,1042.39,1015.0,959.13,932.15,906.53,831.21,824.9
2021-10-07,7,3,280,40,10,4,2021,818.99,820.19,842.93,869.54,918.18,949.05,964.67,1018.17,1039.19,1034.77,1018.23,982.34,1022.92,995.25,1053.27,1106.69,1091.74,1076.84,951.21,913.57,895.5,870.81,829.33,824.14
2021-10-08,8,4,281,40,10,4,2021,822.66,842.06,864.21,898.37,927.2,947.46,996.68,1055.53,1053.21,1050.1,1044.5,1034.0,1038.18,1041.76,1066.75,1072.56,1070.19,1055.9,1010.39,979.81,955.21,930.3,890.22,862.12
2021-10-09,9,5,282,40,10,4,2021,840.32,824.27,850.76,855.12,897.59,934.97,981.51,1000.54,1068.54,1085.21,1082.22,1084.3,1085.54,1087.86,1087.44,1095.9,1095.13,1090.58,1065.87,996.44,983.11,924.0,880.26,816.73
2021-10-10,10,6,283,40,10,4,2021,677.55,679.91,684.05,701.94,757.06,780.69,816.18,858.46,879.02,941.64,968.78,945.02,945.21,958.2,1040.05,966.94,963.38,958.45,921.0,850.49,794.46,785.12,748.97,676.67
2021-10-11,11,0,284,41,10,4,2021,884.41,890.06,912.54,946.13,966.94,1030.03,1107.99,1128.97,1127.16,1106.43,1052.4,1055.22,1054.34,1059.27,1065.26,1060.96,1060.07,1046.05,1017.66,971.64,942.99,924.97,896.89,877.58
2021-10-12,12,1,285,41,10,4,2021,863.97,889.72,915.74,948.44,968.16,1056.38,1088.89,1062.11,1062.66,1062.4,1061.38,1060.85,1054.64,1066.76,1071.11,1120.79,1123.87,1059.66,1026.1,973.28,950.78,937.88,904.42,856.83
2021-10-13,13,2,286,41,10,4,2021,907.83,914.93,940.69,942.77,962.88,1028.82,1065.49,1126.74,1128.03,1130.29,1127.38,1125.58,1128.2,1138.73,1143.57,1141.74,1134.07,1123.53,1050.36,1052.75,1043.84,990.14,959.2,908.62
2021-10-14,14,3,287,41,10,4,2021,675.08,694.51,723.3,727.1,765.7,857.72,867.16,868.34,866.85,865.33,863.15,861.36,868.22,873.03,939.66,928.41,872.66,862.81,830.93,826.07,784.48,755.76,740.82,673.56
2021-10-15,15,4,288,41,10,4,2021,887.4,886.25,904.28,904.33,944.42,972.14,1044.9,1099.39,1107.12,1120.59,1110.37,1107.57,1109.31,1115.1,1123.93,1122.6,1120.92,1110.09,1039.98,1039.73,1001.33,968.32,938.88,922.74
2021-10-16,16,5,289,41,10,4,2021,831.96,828.34,832.66,837.42,883.45,920.59,940.97,971.54,979.6,978.03,981.96,984.22,925.8,931.79,942.78,936.35,933.4,929.78,924.06,957.87,923.09,913.73,879.86,820.94
2021-10-17,17,6,290,41,10,4,2021,874.86,857.77,871.49,883.47,898.5,941.25,967.39,979.25,1033.55,1031.97,1028.18,1029.95,984.64,997.57,1021.67,1031.24,1017.76,1010.45,983.45,980.0,944.83,901.19,887.57,869.94
2021-10-18,18,0,291,42,10,4,2021,897.51,875.14,908.03,947.18,982.97,1016.54,1042.08,1038.2,1101.97,1103.9,1037.0,1034.54,1019.97,1038.68,1031.62,1036.0,1034.89,1027.42,996.91,997.89,956.75,935.39,900.51,885.85
2021-10-19,19,1,292,42,10,4,2021,826.41,826.11,837.08,851.32,897.6,936.61,992.5,1020.0,1020.34,1009.08,1003.83,995.78,946.34,966.18,991.5,1003.39,1001.32,985.09,931.16,928.85,893.78,845.78,836.83,826.44
2021-10-20,20,2,293,42,10,4,2021,824.55,823.36,835.54,855.85,912.81,956.56,1022.32,1023.03,955.04,954.0,952.24,952.08,878.24,886.31,897.89,898.66,892.51,879.29,870.73,908.22,865.75,858.44,831.24,825.33
2021-10-21,21,3,294,42,10,4,2021,800.86,802.48,827.99,837.46,886.03,974.4,1013.15,1022.75,1000.84,1021.01,892.93,973.26,867.39,930.01,932.31,901.31,1033.55,1029.64,988.25,966.87,912.87,881.88,833.19,802.71
2021-10-22,22,4,295,42,10,4,2021,829.54,831.29,842.61,886.2,940.53,975.54,1098.53,1129.33,1128.37,1128.68,1106.66,1106.23,1016.45,1023.32,1110.14,1107.84,1098.96,1057.68,1036.9,1032.61,1017.58,1004.19,978.04,929.38
2021-10-23,23,5,296,42,10,4,2021,912.09,905.34,925.9,922.98,919.19,954.87,1015.83,1044.57,1068.09,1069.41,1068.89,1067.81,1074.93,1074.9,1144.52,1114.9,1114.63,973.02,980.84,981.83,974.18,963.88,923.55,856.0
2021-10-24,24,6,297,42,10,4,2021,868.41,868.06,901.5,899.1,936.31,962.43,1046.98,1054.78,1017.48,1089.71,1089.66,1089.92,1098.18,1103.72,1114.3,1019.51,1140.17,1009.31,1016.16,1001.46,916.35,890.98,874.76,861.42
2021-10-25,25,0,298,43,10,4,2021,831.79,831.61,841.09,860.26,898.85,957.0,1000.52,1043.66,1064.02,966.26,989.22,957.09,963.78,1005.92,1013.85,1002.14,1006.08,985.2,982.2,923.42,868.75,844.43,831.79,823.71
2021-10-26,26,1,299,43,10,4,2021,681.97,730.52,827.81,830.5,877.59,919.77,1004.9,1013.29,1011.72,957.32,950.94,950.71,940.95,983.15,1009.24,1000.75,981.21,965.11,895.7,821.47,780.31,723.92,716.51,687.4
2021-10-27,27,2,300,43,10,4,2021,405.44,395.66,419.88,540.77,609.36,649.56,615.09,648.35,648.56,579.14,596.37,602.19,646.99,651.27,664.14,694.84,650.7,599.43,610.52,551.57,491.33,471.93,444.07,423.08
2021-10-28,28,3,301,43,10,4,2021,766.25,765.21,777.75,808.04,884.73,901.69,974.63,975.27,972.63,942.61,938.1,943.4,950.66,948.85,974.15,974.2,962.82,937.01,931.35,877.05,831.84,785.69,770.89,758.84
2021-10-29,29,4,302,43,10,4,2021,408.12,414.26,440.61,481.2,542.03,567.45,641.11,645.12,628.52,595.46,581.3,633.04,703.35,696.75,709.54,703.46,648.37,584.67,592.81,561.15,524.08,463.89,444.44,427.43
2021-10-30,30,5,303,43,10,4,2021,808.6,812.03,815.3,825.91,854.12,906.15,944.26,999.83,1076.69,1028.3,1040.48,1037.77,1030.22,1033.71,1055.78,1101.97,1034.02,1066.07,989.84,959.13,904.36,875.57,825.57,815.08
2021-10-31,31,6,304,43,10,4,2021,680.92,684.89,685.64,716.83,848.91,877.71,907.42,924.26,909.17,896.45,900.53,917.57,896.57,916.8,983.26,979.57,963.44,941.31,896.07,824.71,806.61,777.14,703.47,682.23
2021-11-01,1,0,305,44,11,4,2021,803.15,814.41,829.07,846.6,890.29,994.79,1056.92,1138.39,1141.38,1021.99,1020.83,1026.86,1032.66,1115.47,1117.47,1084.84,1022.2,1072.81,957.24,868.07,825.73,815.83,812.78,807.17
2021-11-02,2,1,306,44,11,4,2021,587.54,705.78,823.66,846.16,891.69,887.5,964.81,970.86,963.03,898.6,904.4,917.53,954.02,985.1,1013.23,978.84,968.77,907.12,903.35,805.11,770.25,715.37,659.5,657.31
2021-11-03,3,2,307,44,11,4,2021,194.85,196.73,512.01,543.14,612.84,646.72,741.05,748.98,759.57,758.76,691.63,683.94,696.79,734.61,738.95,756.05,756.13,702.38,614.6,649.59,435.85,235.53,212.75,191.82
2021-11-04,4,3,308,44,11,4,2021,866.92,866.99,871.03,878.23,919.72,952.76,970.17,971.06,985.05,989.24,995.95,986.91,998.74,1019.06,1068.02,1003.8,997.35,964.56,968.14,953.14,939.25,900.8,869.28,864.89
2021-11-05,5,4,309,44,11,4,2021,851.0,856.46,860.05,884.51,1038.84,947.78,1000.67,1026.93,1105.82,1051.22,1079.88,1054.32,1059.94,1089.34,1139.94,1158.28,1144.08,1079.58,1052.56,1004.72,959.9,937.99,911.62,850.02
2021-11-06,6,5,310,44,11,4,2021,870.93,870.04,872.11,878.57,903.81,967.82,1000.54,1113.62,1092.9,1053.76,1066.16,1084.2,1069.57,1201.54,1171.4,1122.54,1107.47,1076.49,1076.64,1011.57,958.57,946.3,891.19,867.73
2021-11-07,7,6,311,44,11,4,2021,802.94,803.62,805.39,824.9,932.51,925.13,1050.1,1057.05,1090.72,1078.83,1076.51,1083.14,1033.36,1133.46,1146.21,1136.87,1100.74,1080.81,999.8,1035.73,907.42,830.04,896.81,797.69
2021-11-08,8,0,312,45,11,4,2021,758.9,761.43,773.32,829.17,873.82,898.11,1019.37,1067.59,1074.96,934.02,968.14,981.77,1015.64,1055.8,1076.49,1050.45,1095.33,992.11,962.77,841.06,795.54,733.04,726.29,708.28
2021-11-09,9,1,313,45,11,4,2021,787.3,788.7,822.0,889.49,961.47,1005.91,1041.36,1094.47,1107.9,1046.76,1039.39,1062.69,1077.19,1096.33,1130.02,1095.61,1082.44,1044.19,1048.07,962.02,842.63,803.21,792.97,787.44
2021-11-10,10,2,314,45,11,4,2021,810.65,809.86,825.74,915.75,1059.22,1086.84,1106.26,1233.23,1173.5,1067.78,934.18,1031.37,1000.72,1061.43,1080.61,1042.64,1049.28,986.19,959.53,894.33,841.58,822.71,816.37,805.07
2021-11-11,11,3,315,45,11,4,2021,648.81,780.08,814.69,831.48,882.53,924.34,980.95,991.08,980.43,916.31,904.23,934.62,943.82,992.06,1023.33,999.72,975.85,911.9,909.55,911.95,815.05,842.39,737.92,644.02
2021-11-12,12,4,316,45,11,4,2021,816.68,818.44,831.09,837.88,917.51,984.53,1022.24,1022.39,1045.71,966.93,1021.21,1018.44,1033.28,1047.69,1079.64,1050.14,1020.08,941.04,980.61,935.7,841.79,832.85,825.76,817.51
2021-11-13,13,5,317,45,11,4,2021,663.04,616.32,769.61,746.97,725.64,776.35,836.39,867.15,974.66,887.36,855.31,973.17,979.7,1034.58,1045.85,953.83,871.73,819.51,812.09,796.0,686.83,675.06,662.74,495.05
2021-11-14,14,6,318,45,11,4,2021,787.72,795.77,812.16,785.42,843.41,923.61,949.38,956.54,977.31,969.44,1003.43,1015.73,1051.91,1089.82,1124.11,1089.25,1063.31,989.28,985.98,995.63,876.31,813.78,800.29,772.53
2021-11-15,15,0,319,46,11,4,2021,569.88,579.26,637.41,711.02,799.87,899.23,969.24,1001.4,987.61,918.62,907.93,928.98,961.87,1000.07,1004.93,980.56,918.43,825.5,728.12,669.87,629.39,580.53,559.3,526.27
2021-11-16,16,1,320,46,11,4,2021,721.42,723.91,780.89,776.37,839.99,933.27,992.63,1034.48,1023.86,915.13,955.3,959.62,1008.47,1031.67,1039.04,1015.1,961.65,905.42,917.39,881.1,795.41,731.69,716.95,713.88
2021-11-17,17,2,321,46,11,4,2021,740.73,739.97,766.87,775.72,844.75,913.47,967.72,1064.6,1050.7,901.23,900.62,907.24,1014.4,1058.39,1069.22,1053.19,965.56,905.25,966.79,941.6,872.87,815.53,762.92,751.58
2021-11-18,18,3,322,46,11,4,2021,705.74,743.86,733.23,740.28,782.74,836.83,873.31,936.77,885.93,766.46,763.7,767.82,798.28,859.95,898.62,888.17,773.53,753.93,776.07,822.98,804.99,727.51,710.38,683.1
2021-11-19,19,4,323,46,11,4,2021,764.6,769.72,789.18,795.39,850.33,933.64,1005.53,1057.76,1039.91,885.66,873.65,884.2,1051.27,1073.07,1101.04,1061.35,1047.54,982.01,1070.87,1070.83,973.36,943.0,907.78,791.77
2021-11-20,20,5,324,46,11,4,2021,827.24,827.92,833.98,831.57,896.35,959.97,1025.08,1052.51,1112.47,1060.91,1059.94,1086.8,1095.42,1135.91,1139.02,1104.59,1086.52,1047.54,1072.4,1051.29,966.36,905.23,835.6,818.58
2021-11-21,21,6,325,46,11,4,2021,789.31,782.99,786.25,777.6,797.28,872.42,941.69,946.75,980.87,963.64,986.05,1030.06,1051.1,1075.43,1089.15,1078.78,1048.75,960.3,1025.1,967.6,887.19,865.31,797.54,807.76
2021-11-22,22,0,326,47,11,4,2021,791.23,840.88,914.46,919.3,993.79,1045.92,1156.33,1235.56,1201.53,1169.35,1153.71,1138.02,1099.8,1205.78,1164.73,1207.39,1172.61,1109.12,1133.54,1014.2,826.43,915.35,778.48,793.75
2021-11-23,23,1,327,47,11,4,2021,746.76,753.38,770.11,776.14,850.41,939.58,1026.67,1050.05,1024.17,892.36,938.81,918.03,985.14,1052.48,1034.44,1005.33,985.01,915.25,926.92,902.15,832.7,789.36,775.69,763.28
2021-11-24,24,2,328,47,11,4,2021,782.55,781.73,803.91,809.29,870.48,952.07,1043.55,1055.84,1048.59,953.93,958.55,969.69,1013.83,1033.57,1074.63,1074.26,1041.12,972.62,948.06,944.89,909.67,883.22,802.96,784.9
2021-11-25,25,3,329,47,11,4,2021,701.88,701.97,786.98,801.44,871.9,920.63,968.7,980.16,922.9,815.32,808.86,816.81,822.71,832.89,837.24,823.07,979.79,782.68,884.71,886.12,813.79,782.56,725.92,698.72
2021-11-26,26,4,330,47,11,4,2021,610.27,629.04,731.27,638.19,881.36,935.43,958.01,961.67,867.26,733.33,731.44,732.25,736.24,749.71,751.49,744.25,898.89,696.7,903.06,873.32,789.95,740.2,711.99,652.51
2021-11-27,27,5,331,47,11,4,2021,899.11,900.66,954.53,946.39,1031.04,1050.6,1085.63,1166.28,1170.27,1168.44,1127.81,1128.49,1102.02,1131.13,1126.96,1111.37,1055.71,1012.87,1041.32,1024.82,983.9,933.53,907.65,885.74
2021-11-28,28,6,332,47,11,4,2021,821.76,845.96,862.39,843.47,907.5,971.64,1024.44,1029.05,1046.46,1063.82,1060.64,1067.28,1050.4,1087.74,1103.44,1061.32,1065.06,1030.15,1023.64,973.49,939.94,894.1,831.68,815.78
2021-11-29,29,0,333,48,11,4,2021,841.94,853.95,876.6,880.8,948.93,998.28,1130.15,1183.15,1187.44,987.96,987.35,997.93,1019.03,1085.09,1082.49,1056.94,1002.06,932.46,1011.66,1045.14,964.96,939.58,859.77,844.42
2021-11-30,30,1,334,48,11,4,2021,840.67,841.18,852.0,868.62,943.0,988.09,1129.07,1191.11,1188.6,982.27,979.2,992.0,1015.45,1052.93,1059.09,1024.06,991.52,964.12,990.8,1013.32,954.57,930.96,858.63,847.11
2021-12-01,1,2,335,48,12,4,2021,817.63,815.76,845.56,852.52,923.59,980.64,1050.89,995.13,980.26,892.3,880.22,882.81,901.45,913.42,920.07,903.88,881.08,866.8,899.17,952.88,968.07,928.78,863.52,820.64
2021-12-02,2,3,336,48,12,4,2021,821.67,824.04,835.08,836.7,892.47,969.57,1063.62,1158.86,1113.68,932.72,930.8,932.44,949.4,1013.84,1022.12,974.62,929.37,913.72,959.83,1000.65,917.08,900.42,842.3,828.6
2021-12-03,3,4,337,48,12,4,2021,836.76,838.97,849.81,861.06,929.7,1025.14,1098.34,1146.81,1035.27,930.13,928.92,933.91,943.91,1008.96,1010.96,990.61,930.22,915.37,974.78,1009.13,953.05,918.93,872.02,845.99
2021-12-04,4,5,338,48,12,4,2021,852.94,845.96,851.04,847.49,884.22,963.27,1042.92,1065.57,1162.38,1006.06,995.02,1006.56,1093.85,1191.91,1192.27,1155.63,1003.44,1003.55,997.17,1022.79,951.23,921.51,869.54,846.01
2021-12-05,5,6,339,48,12,4,2021,828.8,821.91,822.31,832.58,843.29,882.87,984.87,1020.46,1087.99,1021.59,1024.0,1020.72,1051.74,1097.91,1096.45,1101.89,1052.21,1006.75,1059.45,1066.57,962.05,928.18,899.01,825.21
2021-12-06,6,0,340,49,12,4,2021,834.39,841.52,850.22,845.7,891.51,973.9,1060.11,1068.5,1053.98,1045.71,1040.6,1046.32,988.13,1046.13,1051.07,998.07,956.38,908.05,909.05,941.56,892.86,876.72,851.15,835.28
2021-12-07,7,1,341,49,12,4,2021,785.84,781.22,794.68,794.18,856.95,927.95,1025.56,1048.45,1051.56,966.96,958.06,988.87,1002.26,1042.02,1055.5,1027.97,1003.31,971.0,979.85,976.79,924.34,851.0,796.93,780.58
2021-12-08,8,2,342,49,12,4,2021,616.88,624.37,677.31,684.41,743.31,874.02,995.07,1073.35,1071.75,985.19,975.01,970.72,987.22,1028.7,1001.35,986.29,949.47,880.21,884.3,872.69,723.91,671.94,421.52,421.01
2021-12-09,9,3,343,49,12,4,2021,464.47,714.32,775.08,784.0,836.42,928.51,1022.33,1032.27,1011.16,896.65,867.09,918.68,973.43,1026.49,1071.51,1061.94,1026.43,998.72,730.89,721.57,672.33,617.87,551.75,515.55
2021-12-10,10,4,344,49,12,4,2021,878.79,879.56,897.79,904.57,978.81,1027.48,1118.31,1182.86,1180.22,1107.17,1094.98,1094.29,1108.56,1142.97,1114.08,1098.29,1068.57,1045.78,1052.49,1060.72,1004.88,986.48,921.16,880.27
2021-12-11,11,5,345,49,12,4,2021,830.79,832.63,830.71,825.34,841.64,904.03,965.17,988.26,1035.97,1007.08,988.61,1038.64,1058.67,1068.92,1084.78,1056.65,1038.53,1011.14,1012.23,1011.58,975.58,941.83,850.88,830.84
2021-12-12,12,6,346,49,12,4,2021,825.79,824.17,827.64,823.53,833.45,883.39,939.02,940.31,983.22,988.23,990.48,1003.85,1034.11,1062.59,1067.79,1057.35,1026.85,991.03,988.3,994.88,968.8,933.95,847.91,827.88
2021-12-13,13,0,347,50,12,4,2021,804.46,805.09,816.05,821.93,880.33,957.08,1039.7,1058.93,1053.11,1008.15,1004.3,1002.22,1006.37,1014.27,1016.55,1005.98,969.7,953.58,958.22,960.27,929.15,844.6,805.11,797.0
2021-12-14,14,1,348,50,12,4,2021,648.85,660.93,694.16,724.2,815.79,880.09,916.61,906.09,900.83,702.85,864.53,880.09,892.8,907.22,919.53,906.09,893.08,859.49,894.05,895.81,843.12,822.37,746.89,711.43
2021-12-15,15,2,349,50,12,4,2021,710.76,720.76,746.82,743.21,816.13,862.18,1014.8,1010.55,939.31,879.03,875.2,882.29,882.36,907.91,911.27,955.34,908.15,861.45,866.43,863.46,832.68,801.15,748.49,715.3
2021-12-16,16,3,350,50,12,4,2021,833.73,836.54,865.68,887.36,968.22,1008.05,1101.11,1166.99,1155.33,1083.01,1080.96,1078.8,1094.24,1128.9,1120.52,1080.05,1057.15,1031.02,1036.7,1013.18,970.32,952.85,869.69,834.63
2021-12-17,17,4,351,50,12,4,2021,861.1,863.4,891.85,901.54,964.79,1019.12,1120.36,1173.14,1167.6,1118.12,1082.27,1089.39,1096.8,1153.04,1165.5,1141.4,1087.79,1054.77,1069.69,1035.81,980.63,925.95,886.43,874.14
2021-12-18,18,5,352,50,12,4,2021,954.39,986.78,918.94,897.52,953.43,995.63,1080.88,1140.12,1206.77,1211.37,1196.72,1175.71,1201.11,1215.45,1228.31,1194.81,1190.67,1130.44,1132.3,1112.23,1081.9,1055.72,1037.89,987.21
2021-12-19,19,6,353,50,12,4,2021,900.31,903.39,904.89,898.31,915.59,969.03,1028.71,1036.18,1089.81,1112.37,1111.46,1142.57,1147.97,1150.12,1151.87,1149.59,1118.53,1097.23,1112.11,1047.8,1017.01,987.21,907.58,895.15
2021-12-20,20,0,354,51,12,4,2021,815.53,815.83,827.76,828.98,884.56,933.55,1003.3,1042.73,1036.56,1030.5,1000.18,1001.11,1026.13,1066.48,1046.51,1020.44,988.38,965.33,978.86,944.54,834.96,816.53,809.11,781.31
2021-12-21,21,1,355,51,12,4,2021,455.47,449.73,473.73,509.59,559.5,620.3,671.27,699.42,699.34,697.32,670.18,733.66,742.31,757.66,758.32,734.8,661.36,649.73,649.54,625.8,533.57,502.0,490.03,453.98
2021-12-22,22,2,356,51,12,4,2021,439.96,442.89,477.91,555.09,611.49,670.05,759.09,707.31,704.58,702.45,698.79,740.27,791.54,807.72,796.06,731.23,657.98,640.66,643.55,629.53,548.42,502.8,489.4,450.81
2021-12-23,23,3,357,51,12,4,2021,781.99,779.16,821.75,827.82,862.4,901.7,1006.87,1052.93,1046.27,1021.12,1002.97,1004.76,1026.53,1046.86,1048.44,1029.6,1003.87,989.52,985.85,911.56,838.33,837.58,817.25,793.94
2021-12-24,24,4,358,51,12,4,2021,799.42,805.87,829.35,854.38,887.96,922.95,1014.18,1046.67,1048.91,1046.97,1038.91,1040.39,1045.3,1087.78,1046.21,1069.73,1042.83,1008.02,1034.21,1022.91,969.22,960.58,885.37,844.36
2021-12-25,25,5,359,51,12,4,2021,829.22,851.1,826.51,798.84,892.7,923.65,984.19,1064.72,1112.54,1127.7,1127.04,1128.06,1157.54,1180.3,1166.77,1175.48,1157.83,1135.76,1151.98,1096.98,967.87,959.06,934.11,917.92
2021-12-26,26,6,360,51,12,4,2021,857.2,855.01,860.89,852.04,905.97,964.27,1007.03,1029.86,1093.59,1133.99,1135.62,1157.33,1191.77,1199.07,1221.12,1203.65,1183.35,1129.45,1165.65,1087.47,1028.47,996.5,909.57,861.43
2021-12-27,27,0,361,52,12,4,2021,855.87,861.04,914.22,969.83,1003.02,1051.46,1151.48,1233.26,1220.48,1214.54,1231.53,1218.49,1240.55,1248.41,1234.0,1199.06,1146.64,1104.96,1058.21,991.6,961.02,915.53,877.38,855.94
2021-12-28,28,1,362,52,12,4,2021,831.21,839.88,869.97,907.79,943.68,1011.42,1077.93,1131.31,1146.76,1133.2,1124.27,1129.22,1133.17,1156.54,1152.83,1149.38,1132.76,1099.47,1052.47,1037.85,978.41,898.76,847.95,820.53
2021-12-29,29,2,363,52,12,4,2021,835.78,836.7,854.21,894.48,912.98,947.03,1023.55,1047.5,1052.39,1048.81,1065.53,1074.37,1109.37,1074.5,1073.08,1121.52,1096.72,1124.04,1081.06,1029.08,908.45,875.97,858.26,844.63
2021-12-30,30,3,364,52,12,4,2021,862.33,865.94,883.68,912.91,921.82,1006.51,1060.88,1113.15,1116.8,1104.66,1095.76,1107.74,1105.58,1191.05,1186.74,1146.44,1105.12,1139.06,1114.86,1034.72,976.49,904.74,891.2,877.65
2021-12-31,31,4,365,52,12,4,2021,791.05,787.51,831.11,881.33,810.01,859.13,864.0,963.32,990.72,1012.31,1013.01,1027.31,1029.0,1030.11,1091.73,1025.83,1021.48,1063.97,997.48,979.34,923.22,887.55,859.58,826.1
2022-01-01,1,5,1,52,1,1,2022,839.72,838.48,838.3,834.02,822.3,822.19,820.96,840.36,819.09,819.76,840.97,836.55,854.41,862.8,866.68,868.12,865.03,893.42,868.35,859.1,851.24,846.56,839.66,834.02
2022-01-02,2,6,2,52,1,1,2022,813.25,822.95,824.76,815.48,815.78,837.67,848.1,875.43,932.38,1020.24,1027.5,1029.17,1054.12,1082.66,1101.11,1094.54,1088.84,1109.77,1074.47,1050.51,995.75,947.85,867.01,841.64
2022-01-03,3,0,3,1,1,1,2022,825.93,817.71,819.51,817.75,839.57,913.14,976.92,1015.26,1065.53,1054.22,1056.81,1059.25,1081.29,1106.99,1116.07,1103.68,1123.79,1104.25,1099.92,1081.63,1042.94,991.96,875.75,826.63
2022-01-04,4,1,4,1,1,1,2022,813.66,805.28,805.81,817.23,818.82,877.86,927.76,1001.25,1061.28,1035.65,1039.26,1040.5,1055.04,1076.27,1086.98,1075.5,1094.3,1056.65,1065.61,1034.75,980.49,893.37,823.46,804.7
2022-01-05,5,2,5,1,1,1,2022,819.88,816.52,814.04,822.71,849.06,896.54,947.84,997.08,1072.55,1023.06,1049.42,1071.34,1079.99,1057.93,1109.33,1088.02,1135.93,1105.21,1096.28,1070.89,1025.23,902.13,846.24,823.05
2022-01-06,6,3,6,1,1,1,2022,834.54,840.97,844.37,863.47,874.87,921.41,1000.43,1032.13,1141.27,1093.18,1099.05,1110.54,1115.27,1109.08,1138.86,1143.29,1165.51,1146.72,1131.35,1114.99,1080.27,1022.74,921.56,839.21
2022-01-07,7,4,7,1,1,1,2022,882.12,872.51,877.64,891.73,907.46,955.77,1015.13,1081.53,1140.48,1092.68,1105.28,1117.79,1123.13,1176.83,1188.76,1152.54,1185.43,1155.95,1146.78,1103.03,1063.17,1004.96,966.08,886.49
2022-01-08,8,5,8,1,1,1,2022,848.7,841.76,853.07,863.59,919.03,934.93,950.73,964.69,1020.18,1007.96,1021.39,977.18,1000.83,1028.92,1058.35,1021.63,1049.09,1010.0,1055.58,1019.53,978.41,891.48,843.89,807.17
2022-01-09,9,6,9,1,1,1,2022,783.74,777.74,781.2,805.58,807.05,844.66,878.95,923.1,976.12,1016.12,1022.93,1033.12,1048.03,1027.57,1052.37,1066.84,1084.63,1069.4,1069.61,1024.09,984.09,915.27,817.14,782.97
2022-01-10,10,0,10,2,1,1,2022,801.51,804.35,814.89,865.58,884.3,978.19,1040.81,1079.75,1121.06,1071.83,1061.1,1066.38,1072.23,1096.53,1098.7,1088.9,1113.35,1089.01,1093.95,1050.07,1011.07,897.44,838.62,809.53
2022-01-11,11,1,11,2,1,1,2022,847.13,850.05,905.12,987.1,1014.43,1057.63,1148.81,1235.01,1233.51,1140.39,1116.47,1136.33,1139.56,1171.89,1197.59,1155.55,1182.19,1155.09,1151.25,1104.24,1039.3,966.47,879.7,843.81
2022-01-12,12,2,12,2,1,1,2022,844.28,846.72,898.02,973.52,980.36,1048.99,1111.51,1181.47,1200.43,1093.01,1098.88,1098.58,1101.5,1124.59,1135.22,1128.96,1188.24,1113.58,1112.74,1076.4,988.57,862.08,852.48,840.62
2022-01-13,13,3,13,2,1,1,2022,832.73,838.43,852.52,924.39,979.82,1025.56,1111.73,1158.33,1146.97,1091.25,1080.67,1081.0,1081.46,1096.34,1107.11,1096.27,1125.96,1097.15,1061.31,1041.05,984.65,873.3,833.1,815.31
2022-01-14,14,4,14,2,1,1,2022,809.04,811.41,854.15,909.45,925.29,1013.75,1080.68,1129.95,1124.57,1088.94,1067.15,1079.42,1079.11,1094.55,1126.37,1110.29,1135.5,1109.63,1113.03,1100.36,1060.58,997.48,947.97,841.76
2022-01-15,15,5,15,2,1,1,2022,881.06,874.57,900.78,927.25,971.19,1035.03,1082.08,1122.94,1184.12,1117.15,1110.6,1111.52,1128.81,1168.63,1158.97,1144.6,1184.23,1132.03,1151.99,1116.73,1065.05,975.05,879.07,845.13
2022-01-16,16,6,16,2,1,1,2022,853.66,843.88,867.74,900.22,916.26,976.01,1023.66,1069.11,1111.18,1104.46,1103.09,1106.01,1121.63,1168.83,1188.17,1166.08,1212.06,1149.16,1122.92,1098.45,1057.8,967.61,879.57,852.08
2022-01-17,17,0,17,3,1,1,2022,807.31,816.53,859.42,923.68,939.69,999.24,1081.23,1124.23,1123.13,1082.07,1057.6,1059.59,1065.79,1082.78,1094.68,1084.7,1106.04,1069.88,1073.11,971.99,910.67,819.92,812.21,790.76
2022-01-18,18,1,18,3,1,1,2022,811.2,812.94,849.26,900.87,929.09,985.75,1050.69,1103.25,1093.94,1055.53,1048.57,1050.0,1053.66,1080.05,1082.36,1062.29,1085.96,1059.85,1062.67,964.77,860.49,827.13,818.38,807.93
